COD_CLIENTE,COD_LOCAL,CUSTO_INLAND_POR_TON
CLIENTE307,Kharon,"0,3731251893"
CLIENTE178,Cartheia,"0,3732197418"
CLIENTE121,Yenfall,"0,373356032"
CLIENTE72,Savois,"0,3734200792"
CLIENTE526,Swindale,"0,373508783"
CLIENTE260,Amoneth,"0,373787156"
CLIENTE368,Nighthaven,"0,3738208314"
CLIENTE80,Tartarus,"0,3738513397"
CLIENTE301,Yjigar,"0,3739644399"
CLIENTE266,Muskara,"0,3739667703"
CLIENTE634,Prontera,"0,3739736078"
CLIENTE175,Mythra,"0,3739882219"
CLIENTE252,Koktahl,"0,3740964645"
CLIENTE706,Nyagara,"0,3741982521"
CLIENTE336,Highspire,"0,3743206078"
CLIENTE334,Casperia,"0,3743515397"
CLIENTE575,Liones,"0,3744410231"
CLIENTE440,Lathen,"0,3750318802"
CLIENTE435,Laputa,"0,3754619055"
CLIENTE228,Stonegate,"0,3754680952"
CLIENTE185,Promethea,"0,3755637218"
CLIENTE571,Elysor,"0,3756191743"
CLIENTE172,Skellige,"0,3756641709"
CLIENTE207,Kakariko,"0,3757170434"
CLIENTE662,Osaria,"0,3757931367"
CLIENTE105,Dirtmouth,"0,3758022363"
CLIENTE461,Dornfall,"0,3760134331"
CLIENTE400,Limoria,"0,3760506112"
CLIENTE259,Gerudo,"0,3761309311"
CLIENTE334,Limoria,"0,3761467965"
CLIENTE42,Skyreach,"0,3762733982"
CLIENTE173,Stormhold,"0,3762752706"
CLIENTE305,Elysor,"0,3763697075"
CLIENTE608,Rlyeh,"0,3765173765"
CLIENTE95,Windscar,"0,3767751709"
CLIENTE134,Seireitei,"0,3767900286"
CLIENTE162,Casperia,"0,3767911012"
CLIENTE3,Pillarreach,"0,37700502"
CLIENTE296,Ngorim,"0,3771591597"
CLIENTE277,Targalon,"0,3771886254"
CLIENTE30,Prontera,"0,3774094525"
CLIENTE258,Yeygard,"0,3774621971"
CLIENTE48,Midgar,"0,3777401731"
CLIENTE417,Frosthelm,"0,3777415715"
CLIENTE311,Liones,"0,3779546726"
CLIENTE470,Ulthar,"0,3782963746"
CLIENTE346,Shadowpeak,"0,3784203949"
CLIENTE142,Iskeld,"0,3785751012"
CLIENTE445,Alabasta,"0,3787114877"
CLIENTE485,Dragmere,"0,3787606093"
CLIENTE393,Quasmar,"0,3790458485"
CLIENTE160,Bethlehem,"0,379185909"
CLIENTE263,Helheim,"0,3792513023"
CLIENTE556,Zanarkand,"0,3795183117"
CLIENTE211,Manifold,"0,3796096182"
CLIENTE396,Pangara,"0,3796980746"
CLIENTE17,Lothlorien,"0,3799728526"
CLIENTE624,Kakariko,"0,38002074"
CLIENTE13,Skellige,"0,3800727119"
CLIENTE400,Obsidian,"0,3802779628"
CLIENTE210,Drinmoor,"0,380346596"
CLIENTE476,Nighthaven,"0,3805156336"
CLIENTE289,Ngorim,"0,3806251762"
CLIENTE251,Shadowpeak,"0,3806540705"
CLIENTE169,Thalassar,"0,3806828939"
CLIENTE357,Calcara,"0,3808127321"
CLIENTE452,Zaphura,"0,3810011547"
CLIENTE682,Melvara,"0,3810924396"
CLIENTE532,Chenara,"0,3812265805"
CLIENTE669,Ivalice,"0,3812688177"
CLIENTE633,Morrowind,"0,3817543327"
CLIENTE275,Kobaris,"0,3817571866"
CLIENTE218,Rivenspire,"0,3817856736"
CLIENTE595,Humeria,"0,3819214193"
CLIENTE448,Laputa,"0,3820844679"
CLIENTE500,Lathen,"0,382326316"
CLIENTE148,Calcara,"0,3824624168"
CLIENTE510,Ranskar,"0,3824747066"
CLIENTE668,Dirtmouth,"0,3824796779"
CLIENTE438,Eredin,"0,3826656428"
CLIENTE551,Elzion,"0,3828366038"
CLIENTE662,Hazoria,"0,3828587732"
CLIENTE156,Nassauia,"0,3829182216"
CLIENTE555,Melvara,"0,3829834606"
CLIENTE527,Yokara,"0,3830287356"
CLIENTE76,Ichoris,"0,3831894456"
CLIENTE288,Iyomar,"0,3832098824"
CLIENTE448,Huern,"0,3832730683"
CLIENTE71,Brightfall,"0,3835423839"
CLIENTE581,Mondstadt,"0,3836167006"
CLIENTE151,Raumor,"0,3839517568"
CLIENTE418,Termina,"0,3840031066"
CLIENTE373,Promethea,"0,3840739424"
CLIENTE596,Besaid,"0,3841903141"
CLIENTE683,Jadehold,"0,3842246938"
CLIENTE499,Mountglass,"0,3843267214"
CLIENTE319,Memphos,"0,3844054759"
CLIENTE77,Jakura,"0,3845730268"
CLIENTE447,Greywatch,"0,3846727725"
CLIENTE323,Ykoura,"0,3847907381"
CLIENTE82,Jadehold,"0,3848591743"
CLIENTE642,Resembool,"0,3849348308"
CLIENTE666,Altissia,"0,3850218121"
CLIENTE671,Thalassar,"0,3852100547"
CLIENTE223,Azural,"0,3854490504"
CLIENTE430,Iyomar,"0,3854659336"
CLIENTE257,Kandor,"0,3855091836"
CLIENTE148,Elysor,"0,3857042323"
CLIENTE94,Tartarus,"0,3858277942"
CLIENTE284,Zanarkand,"0,3859342657"
CLIENTE58,Noctis,"0,386177045"
CLIENTE320,Nighthaven,"0,3862748195"
CLIENTE264,Targalon,"0,3862966644"
CLIENTE433,Azural,"0,3863266337"
CLIENTE320,Riorin,"0,3863702812"
CLIENTE707,Koktahl,"0,3864156234"
CLIENTE263,Perseon,"0,3864299001"
CLIENTE310,Piscara,"0,3864933133"
CLIENTE596,Osaria,"0,3864986432"
CLIENTE9,Bethlehem,"0,3866460496"
CLIENTE378,Skyreach,"0,3868158787"
CLIENTE104,Obsidian,"0,3869279737"
CLIENTE288,Yeygard,"0,3869391169"
CLIENTE567,Azkaban,"0,3871498518"
CLIENTE172,Johto,"0,3873479365"
CLIENTE677,Casperia,"0,3874772467"
CLIENTE159,Helheim,"0,3875942217"
CLIENTE699,TwinPillars,"0,3875972362"
CLIENTE13,Ishgard,"0,3879532805"
CLIENTE451,Dornfall,"0,3880579713"
CLIENTE174,Rivenspire,"0,3881836693"
CLIENTE56,Zaphura,"0,3886277557"
CLIENTE304,Azural,"0,3886337353"
CLIENTE533,Manifold,"0,3886613509"
CLIENTE133,Nurmengard,"0,3891453095"
CLIENTE469,Seireitei,"0,3892186724"
CLIENTE709,Liones,"0,3893558437"
CLIENTE377,Kragspire,"0,3895202269"
CLIENTE269,Savois,"0,3895396922"
CLIENTE689,Skyreach,"0,3896006873"
CLIENTE411,Northfall,"0,3896140072"
CLIENTE289,Lochbar,"0,3897122006"
CLIENTE493,Zanarkand,"0,3898247788"
CLIENTE9,Osaria,"0,3900516393"
CLIENTE165,Sethera,"0,3900661576"
CLIENTE125,Azkaban,"0,3901198135"
CLIENTE56,Kragspire,"0,3901284631"
CLIENTE600,Ashkora,"0,3901977299"
CLIENTE686,Deliora,"0,3902626552"
CLIENTE636,Rlyeh,"0,3902890346"
CLIENTE690,Rocabar,"0,3904417039"
CLIENTE217,Mythra,"0,3905190212"
CLIENTE317,Deepwater,"0,3906799554"
CLIENTE642,Stonegate,"0,3908049689"
CLIENTE50,Skellige,"0,3908446581"
CLIENTE307,Ishgard,"0,391038631"
CLIENTE245,Chenara,"0,3910409592"
CLIENTE65,Jadehold,"0,3913473786"
CLIENTE469,Tutira,"0,3914310042"
CLIENTE221,Rivenspire,"0,3914526175"
CLIENTE150,Dornfall,"0,3914882866"
CLIENTE643,Haldryn,"0,3915862488"
CLIENTE106,Ishgard,"0,3916451828"
CLIENTE373,Jindara,"0,3918396199"
CLIENTE323,Dirtmouth,"0,3918468611"
CLIENTE255,Deepwater,"0,3918526938"
CLIENTE692,Liones,"0,391882377"
CLIENTE78,Lothlorien,"0,3918886173"
CLIENTE18,Sethera,"0,3919884332"
CLIENTE341,Qineth,"0,3920467435"
CLIENTE508,Vancross,"0,3920534779"
CLIENTE296,Vancross,"0,3921022366"
CLIENTE389,Rlyeh,"0,3922895571"
CLIENTE137,Memphos,"0,3923122979"
CLIENTE304,Zanarkand,"0,3923879963"
CLIENTE260,Pandora,"0,3925972248"
CLIENTE251,Ulthar,"0,3926730236"
CLIENTE646,Vancross,"0,3929552327"
CLIENTE582,Tarbean,"0,3930789135"
CLIENTE66,Rlyeh,"0,3931038412"
CLIENTE369,Aeusserst,"0,3933764778"
CLIENTE81,Tchurion,"0,3934964528"
CLIENTE265,Askr,"0,3935622862"
CLIENTE498,Hazoria,"0,3937306758"
CLIENTE385,Uinhold,"0,3937671385"
CLIENTE219,Surakai,"0,3938804168"
CLIENTE508,Ranskar,"0,3938954734"
CLIENTE359,Besaid,"0,3940983159"
CLIENTE640,Drinmoor,"0,3941369798"
CLIENTE231,Midgar,"0,3943230698"
CLIENTE589,Solhara,"0,3944948956"
CLIENTE561,Brakmar,"0,394572807"
CLIENTE582,Midgar,"0,3945985539"
CLIENTE233,Amoneth,"0,3946482206"
CLIENTE190,Targalon,"0,394969235"
CLIENTE43,Qineth,"0,3952690911"
CLIENTE476,Gerudo,"0,3953849507"
CLIENTE79,Walden,"0,3954493582"
CLIENTE489,Lochbar,"0,3954514127"
CLIENTE678,Grimvale,"0,3954655844"
CLIENTE277,Piscara,"0,3954984116"
CLIENTE312,Khengar,"0,3955113813"
CLIENTE200,Amoneth,"0,395522548"
CLIENTE235,Zuldazar,"0,3955897878"
CLIENTE626,Jakura,"0,3957467171"
CLIENTE68,Nibelheim,"0,3958855069"
CLIENTE584,Dornfall,"0,3959140535"
CLIENTE624,Wuhaven,"0,3961186447"
CLIENTE427,Viscara,"0,3961400351"
CLIENTE20,Pandora,"0,3963293788"
CLIENTE309,Gerudo,"0,3963852933"
CLIENTE384,Tuxara,"0,3964073552"
CLIENTE25,Alabasta,"0,3967026612"
CLIENTE575,Askr,"0,3968659978"
CLIENTE606,Cartheia,"0,397195836"
CLIENTE162,Valisthea,"0,3973974441"
CLIENTE297,Grimvale,"0,3974112568"
CLIENTE585,Aeusserst,"0,397581155"
CLIENTE218,Sableport,"0,3977300123"
CLIENTE704,Pangara,"0,3977773199"
CLIENTE649,Xinthar,"0,3980237497"
CLIENTE403,Ngorim,"0,3980245922"
CLIENTE479,Nighthaven,"0,3981000853"
CLIENTE578,Aeusserst,"0,3982206314"
CLIENTE5,Cartheia,"0,39823925"
CLIENTE448,Yeygard,"0,3986842048"
CLIENTE389,Shadowpeak,"0,3987088041"
CLIENTE453,Pandora,"0,3987422902"
CLIENTE124,Stormhold,"0,3987545407"
CLIENTE298,Rocabar,"0,3987805293"
CLIENTE73,Tchurion,"0,3988251135"
CLIENTE469,Koktahl,"0,3988441164"
CLIENTE598,Yjigar,"0,3989427387"
CLIENTE251,Stonegate,"0,3991105309"
CLIENTE15,Melvara,"0,3991548438"
CLIENTE676,Dornfall,"0,3992831625"
CLIENTE491,Nassauia,"0,3992978712"
CLIENTE437,Liones,"0,3994043275"
CLIENTE284,Lathen,"0,3997947585"
CLIENTE276,Piscara,"0,399855201"
CLIENTE494,Pandora,"0,3999314661"
CLIENTE603,Brightfall,"0,4000786903"
CLIENTE371,Azkaban,"0,4002453227"
CLIENTE573,Prontera,"0,4003477523"
CLIENTE163,Skyreach,"0,4003662969"
CLIENTE368,Tartarus,"0,4003764595"
CLIENTE298,Swindale,"0,4005912388"
CLIENTE68,Inoria,"0,4005936313"
CLIENTE292,Tahlenwald,"0,4006156827"
CLIENTE651,Brakmar,"0,4006424266"
CLIENTE301,Zanarkand,"0,4006436702"
CLIENTE581,Ykoura,"0,4006662515"
CLIENTE587,Ichoris,"0,4006805358"
CLIENTE395,Amoneth,"0,400708898"
CLIENTE185,Vancross,"0,4007820158"
CLIENTE665,Yokara,"0,4007930482"
CLIENTE539,Jindara,"0,4008591389"
CLIENTE560,Lathen,"0,4009561527"
CLIENTE112,Memphos,"0,4012478935"
CLIENTE78,Midgar,"0,401523292"
CLIENTE238,Zanarkand,"0,4017372118"
CLIENTE299,Ykoura,"0,4017943913"
CLIENTE389,Eredin,"0,4018210005"
CLIENTE176,Ichoris,"0,4018305165"
CLIENTE173,Noctis,"0,4022067419"
CLIENTE702,Northfall,"0,4022434417"
CLIENTE439,Koktahl,"0,4024407442"
CLIENTE547,Raumor,"0,4024875759"
CLIENTE489,Eredin,"0,402590017"
CLIENTE681,Kakariko,"0,4026304133"
CLIENTE498,Pausen,"0,4027494403"
CLIENTE436,Ivalice,"0,402803537"
CLIENTE619,Askr,"0,402914709"
CLIENTE613,Thalassar,"0,4031684757"
CLIENTE67,Mountglass,"0,4032595553"
CLIENTE560,Tomarath,"0,4033239039"
CLIENTE607,Viscara,"0,4033359166"
CLIENTE406,Posthaven,"0,403536561"
CLIENTE443,Walden,"0,4036419754"
CLIENTE467,Inoria,"0,4036922492"
CLIENTE140,Deliora,"0,4039174518"
CLIENTE587,Helheim,"0,4040722498"
CLIENTE8,Deliora,"0,4041765746"
CLIENTE111,Sethera,"0,4042684393"
CLIENTE301,Alabasta,"0,4044411348"
CLIENTE406,Konoha,"0,4044570352"
CLIENTE695,Uinhold,"0,4045392363"
CLIENTE429,Koktahl,"0,4047841226"
CLIENTE257,Perseon,"0,4049319025"
CLIENTE140,Yokara,"0,4053578535"
CLIENTE10,Sableport,"0,4053723201"
CLIENTE411,Vancross,"0,4055648826"
CLIENTE543,Amoneth,"0,4056806361"
CLIENTE293,Namek,"0,4057790407"
CLIENTE393,Yenfall,"0,4058289467"
CLIENTE105,Noctis,"0,405841832"
CLIENTE562,Frosthelm,"0,4058705176"
CLIENTE148,Amoneth,"0,4058734371"
CLIENTE317,Amoneth,"0,4059027718"
CLIENTE102,Ironfall,"0,4059334591"
CLIENTE14,Mountglass,"0,406015666"
CLIENTE706,Sectorium,"0,406777132"
CLIENTE639,Ykoura,"0,4070546788"
CLIENTE283,Namek,"0,4070940398"
CLIENTE353,Casperia,"0,4073270069"
CLIENTE350,Tchurion,"0,4073648083"
CLIENTE132,Stormbar,"0,4077142667"
CLIENTE409,Kharon,"0,407735475"
CLIENTE599,Aeusserst,"0,4081318076"
CLIENTE389,Lothlorien,"0,4082465645"
CLIENTE471,Nyagara,"0,4083057278"
CLIENTE453,Aeusserst,"0,4083444051"
CLIENTE58,Dragmere,"0,4084456092"
CLIENTE401,Spira,"0,4085236253"
CLIENTE69,Lochbar,"0,4085570096"
CLIENTE51,Mondstadt,"0,4086757357"
CLIENTE482,Lothlorien,"0,4086771866"
CLIENTE413,Mountglass,"0,4088345907"
CLIENTE347,Savois,"0,4088533729"
CLIENTE17,Pausen,"0,409231618"
CLIENTE573,Surakai,"0,4092640399"
CLIENTE78,Salvaris,"0,4093184549"
CLIENTE607,Jindara,"0,4094089119"
CLIENTE273,Pillarreach,"0,4096739562"
CLIENTE23,Deepwater,"0,4097740728"
CLIENTE586,Solstheim,"0,4099376084"
CLIENTE492,Eredin,"0,4100376338"
CLIENTE14,Nighthaven,"0,4100820874"
CLIENTE340,Grimvale,"0,4103805796"
CLIENTE489,Tahlenwald,"0,410611785"
CLIENTE604,Tartarus,"0,4107189089"
CLIENTE704,Manshade,"0,4107732746"
CLIENTE331,Calcara,"0,4112066085"
CLIENTE134,Yjigar,"0,4112113985"
CLIENTE84,Savois,"0,4112269771"
CLIENTE230,Paldea,"0,4112637551"
CLIENTE516,Drinmoor,"0,4114204902"
CLIENTE68,Spira,"0,4114221353"
CLIENTE91,Alabasta,"0,411492346"
CLIENTE343,Dirtmouth,"0,4115565007"
CLIENTE62,Termina,"0,4116179996"
CLIENTE52,Winhill,"0,4117822275"
CLIENTE304,Noctis,"0,4118593162"
CLIENTE425,Tomarath,"0,4119186837"
CLIENTE519,Nyagara,"0,4121049471"
CLIENTE611,Elzion,"0,412105776"
CLIENTE349,Kakariko,"0,4121543949"
CLIENTE227,Rocabar,"0,4122161847"
CLIENTE132,Spira,"0,412384785"
CLIENTE644,Philgaia,"0,4124543195"
CLIENTE174,Eredin,"0,4124810656"
CLIENTE109,Promethea,"0,4126024837"
CLIENTE379,Marineford,"0,4126187271"
CLIENTE248,Skyreach,"0,4126592693"
CLIENTE418,Pausen,"0,4127577575"
CLIENTE658,Pausen,"0,4127620751"
CLIENTE542,Sidora,"0,4128988441"
CLIENTE589,Jadehold,"0,4129237649"
CLIENTE40,Philgaia,"0,4130343688"
CLIENTE534,Posthaven,"0,4136383529"
CLIENTE76,Elysor,"0,413727526"
CLIENTE185,Gerudo,"0,4141701566"
CLIENTE302,Morrowind,"0,4143066015"
CLIENTE339,Humeria,"0,4143670283"
CLIENTE318,Sidora,"0,4144124384"
CLIENTE349,Greywatch,"0,4145643716"
CLIENTE670,Nyagara,"0,4146409343"
CLIENTE629,Yeygard,"0,4148246184"
CLIENTE613,Wuhaven,"0,415060127"
CLIENTE143,Gerudo,"0,4151589055"
CLIENTE384,Nosgoth,"0,4151949183"
CLIENTE609,Elzion,"0,4152181718"
CLIENTE680,Ichoris,"0,4152401621"
CLIENTE380,Kandor,"0,4153622355"
CLIENTE302,Mountglass,"0,4154859772"
CLIENTE302,Aeusserst,"0,4155948454"
CLIENTE206,Jadehold,"0,4157583693"
CLIENTE416,Surakai,"0,4159778208"
CLIENTE565,Ngorim,"0,4160226825"
CLIENTE465,Nibelheim,"0,4167381077"
CLIENTE233,Humeria,"0,4167645452"
CLIENTE350,Yatora,"0,4168896087"
CLIENTE268,Viscara,"0,4172021123"
CLIENTE476,Lochbar,"0,4173732053"
CLIENTE499,Ulthar,"0,4174900804"
CLIENTE161,Humeria,"0,4176549871"
CLIENTE201,Sableport,"0,4176935378"
CLIENTE568,Melvara,"0,4178498882"
CLIENTE339,Riorin,"0,4182335092"
CLIENTE559,Khengar,"0,4182571423"
CLIENTE695,Azkaban,"0,4183674941"
CLIENTE29,Laputa,"0,4185461697"
CLIENTE665,Northfall,"0,4185873648"
CLIENTE631,Winhill,"0,4186527888"
CLIENTE149,Imre,"0,4190275076"
CLIENTE344,Valisthea,"0,4190497309"
CLIENTE1,Tempestia,"0,4190787078"
CLIENTE140,Rocabar,"0,4191303922"
CLIENTE619,Sidora,"0,4192461804"
CLIENTE314,Uinhold,"0,4195049479"
CLIENTE51,Sidora,"0,4197321476"
CLIENTE668,Winhill,"0,4198252945"
CLIENTE369,Mythra,"0,4200986262"
CLIENTE557,Brightfall,"0,4203225123"
CLIENTE565,Tartarus,"0,420368253"
CLIENTE274,Brakmar,"0,4205436203"
CLIENTE371,Osaria,"0,4206331215"
CLIENTE617,Tartarus,"0,4206617756"
CLIENTE551,Huern,"0,4206795393"
CLIENTE370,Philgaia,"0,420679671"
CLIENTE353,Deeptrench,"0,4207470363"
CLIENTE557,Paldea,"0,4209714789"
CLIENTE576,Eredin,"0,4211973151"
CLIENTE536,Mountglass,"0,4214582551"
CLIENTE497,Swindale,"0,4216099825"
CLIENTE194,Laputa,"0,4216804702"
CLIENTE237,Shadowpeak,"0,4217967058"
CLIENTE678,Spira,"0,4218528509"
CLIENTE153,Sectorium,"0,4218803458"
CLIENTE276,Sableport,"0,42201868"
CLIENTE623,Calcara,"0,4222425242"
CLIENTE492,Viscara,"0,4222547273"
CLIENTE137,Stormbar,"0,4222665035"
CLIENTE446,Hollowmar,"0,422367517"
CLIENTE483,Melvara,"0,4225118347"
CLIENTE467,Midgar,"0,4225236256"
CLIENTE540,Koktahl,"0,4226847364"
CLIENTE87,Uinhold,"0,4229698502"
CLIENTE92,Helheim,"0,4229917766"
CLIENTE465,Vancross,"0,4230625042"
CLIENTE532,Fernwall,"0,4232412102"
CLIENTE490,Ranskar,"0,4232428497"
CLIENTE97,Yatora,"0,4233899183"
CLIENTE550,Calcara,"0,4235298245"
CLIENTE692,Nenaris,"0,4236338872"
CLIENTE405,Klunheim,"0,4238172323"
CLIENTE639,Calcara,"0,4239797575"
CLIENTE678,Deeptrench,"0,4239966032"
CLIENTE197,Ykoura,"0,4242856122"
CLIENTE500,Yenfall,"0,424512754"
CLIENTE411,Seireitei,"0,4246703879"
CLIENTE152,Glenhaven,"0,4246953657"
CLIENTE711,Manshade,"0,4247234718"
CLIENTE446,Mondstadt,"0,4248094828"
CLIENTE104,Qineth,"0,4248103819"
CLIENTE250,Resembool,"0,4248594418"
CLIENTE142,Hogwarts,"0,4250865561"
CLIENTE384,Nibelheim,"0,4257530933"
CLIENTE431,Kandor,"0,4257563503"
CLIENTE542,Promethea,"0,4258241837"
CLIENTE239,Elzion,"0,4259894405"
CLIENTE260,Khengar,"0,4260093491"
CLIENTE281,Stevanor,"0,4261107252"
CLIENTE541,Winhill,"0,4261527369"
CLIENTE345,Ishgard,"0,4266039237"
CLIENTE295,Marineford,"0,4268813392"
CLIENTE713,Melvara,"0,4270147135"
CLIENTE535,Yenfall,"0,4270753621"
CLIENTE610,Kharon,"0,4270906218"
CLIENTE211,Windscar,"0,4272974574"
CLIENTE30,Ranskar,"0,4274455861"
CLIENTE576,Tahlenwald,"0,4275167713"
CLIENTE131,Alabasta,"0,4275389581"
CLIENTE208,Nyagara,"0,4275965101"
CLIENTE53,Midgar,"0,4278305017"
CLIENTE263,Sethera,"0,4280193831"
CLIENTE526,Northfall,"0,428061519"
CLIENTE197,Tomarath,"0,4280710747"
CLIENTE37,Paldea,"0,4282432018"
CLIENTE487,Pangara,"0,4285014093"
CLIENTE359,Northfall,"0,4285068044"
CLIENTE517,Salvaris,"0,4285578322"
CLIENTE690,Zuldazar,"0,4286516648"
CLIENTE248,Laputa,"0,4287940621"
CLIENTE514,Osaria,"0,4289916451"
CLIENTE273,Elysor,"0,4292041611"
CLIENTE2,Laputa,"0,4292365454"
CLIENTE60,Huern,"0,4292391609"
CLIENTE365,Manifold,"0,4292563038"
CLIENTE450,Tartarus,"0,4293592131"
CLIENTE665,Surakai,"0,4295313431"
CLIENTE440,Humeria,"0,4296446515"
CLIENTE571,Piscara,"0,4299711456"
CLIENTE713,Drinmoor,"0,4300725911"
CLIENTE687,Gerudo,"0,4300973727"
CLIENTE233,Rocabar,"0,4303976388"
CLIENTE621,Deliora,"0,4304043138"
CLIENTE17,Lochbar,"0,4304993719"
CLIENTE268,Yjigar,"0,4305559674"
CLIENTE394,Ishgard,"0,430672105"
CLIENTE690,Uinhold,"0,4307268325"
CLIENTE542,Zanarkand,"0,4308015229"
CLIENTE290,Yjigar,"0,4309936319"
CLIENTE274,Brightfall,"0,4310744173"
CLIENTE600,Mountglass,"0,4316885948"
CLIENTE505,Muskara,"0,4317686666"
CLIENTE521,Shadowpeak,"0,4317937061"
CLIENTE481,Jindara,"0,4320637148"
CLIENTE118,Vancross,"0,4321103655"
CLIENTE579,Nyagara,"0,4321842554"
CLIENTE503,Salvaris,"0,4324207731"
CLIENTE96,Stevanor,"0,4324928601"
CLIENTE190,Raumor,"0,4325483425"
CLIENTE283,Elysor,"0,4325502136"
CLIENTE605,Nassauia,"0,432643143"
CLIENTE285,Ashkora,"0,4327526842"
CLIENTE305,Mountglass,"0,4329810979"
CLIENTE335,Noctis,"0,4330089312"
CLIENTE642,Yeygard,"0,4331082551"
CLIENTE90,Jindara,"0,4334394097"
CLIENTE354,Valisthea,"0,4335568526"
CLIENTE150,Cairhien,"0,4336243945"
CLIENTE410,Promethea,"0,4338564797"
CLIENTE143,Savois,"0,4342955608"
CLIENTE471,Bethlehem,"0,4343593481"
CLIENTE84,Cairhien,"0,4343902449"
CLIENTE419,Ishgard,"0,4345091486"
CLIENTE288,Haldryn,"0,4345395978"
CLIENTE60,Tuxara,"0,4346349405"
CLIENTE109,Marineford,"0,4346488505"
CLIENTE385,Inoria,"0,4347619823"
CLIENTE359,Piscara,"0,4347928768"
CLIENTE455,Quasmar,"0,4349159174"
CLIENTE292,Sectorium,"0,4352836086"
CLIENTE49,Uinhold,"0,4354678933"
CLIENTE61,Askr,"0,4354967777"
CLIENTE161,Walden,"0,4355493548"
CLIENTE510,Muskara,"0,4356552278"
CLIENTE540,Viscara,"0,4357058834"
CLIENTE242,Shadowpeak,"0,4357757501"
CLIENTE32,Jadehold,"0,4358695625"
CLIENTE257,Winhill,"0,4358749683"
CLIENTE240,Winhill,"0,4359561553"
CLIENTE501,Wuhaven,"0,4359916165"
CLIENTE560,Lochbar,"0,4361476526"
CLIENTE148,Tuxara,"0,4362440416"
CLIENTE19,Ichoris,"0,4366724038"
CLIENTE400,Mountglass,"0,4366932543"
CLIENTE445,Obsidian,"0,4368968773"
CLIENTE335,Klunheim,"0,4370791655"
CLIENTE60,Bethlehem,"0,4372360242"
CLIENTE599,Iyomar,"0,437261386"
CLIENTE134,Pandora,"0,4373591149"
CLIENTE516,Limoria,"0,4373827209"
CLIENTE475,Lochbar,"0,4375188384"
CLIENTE598,Skyreach,"0,4375778993"
CLIENTE569,Brakmar,"0,4377520849"
CLIENTE338,Frosthelm,"0,4377540776"
CLIENTE581,Memphos,"0,4377929279"
CLIENTE153,Grimvale,"0,4378171008"
CLIENTE354,Memphos,"0,4378999044"
CLIENTE101,Stonegate,"0,4380153082"
CLIENTE83,Duskwall,"0,4380873341"
CLIENTE29,Deeptrench,"0,4381237036"
CLIENTE80,Deliora,"0,4381430691"
CLIENTE672,Ichoris,"0,4384921672"
CLIENTE389,Kharon,"0,4387865045"
CLIENTE182,Ossandor,"0,4388594164"
CLIENTE136,Gerudo,"0,4389073018"
CLIENTE597,Tomarath,"0,438951945"
CLIENTE612,Surakai,"0,4389751458"
CLIENTE288,Casperia,"0,4390658368"
CLIENTE544,Nassauia,"0,4390698978"
CLIENTE449,Tempestia,"0,4392358258"
CLIENTE445,Memphos,"0,43946013"
CLIENTE227,Hyrule,"0,4394735115"
CLIENTE134,Prontera,"0,4395888055"
CLIENTE214,Vancross,"0,4398487422"
CLIENTE595,Seireitei,"0,43989322"
CLIENTE10,Gerudo,"0,4399922488"
CLIENTE263,Azural,"0,4402347967"
CLIENTE263,Galdrin,"0,4403006762"
CLIENTE706,Nibelheim,"0,4403914702"
CLIENTE559,Highspire,"0,4404422806"
CLIENTE383,Deeptrench,"0,4404614417"
CLIENTE686,Osaria,"0,4404653343"
CLIENTE244,Dornfall,"0,4405132144"
CLIENTE183,Aeusserst,"0,4405199339"
CLIENTE124,Jadehold,"0,4406721582"
CLIENTE207,Chenara,"0,4406790242"
CLIENTE328,Savois,"0,4407352133"
CLIENTE377,Ossandor,"0,4407598435"
CLIENTE515,Nighthaven,"0,4411193809"
CLIENTE694,Pillarreach,"0,4411422332"
CLIENTE416,Limoria,"0,4411439209"
CLIENTE408,Memphos,"0,4413026886"
CLIENTE146,Glenhaven,"0,4414395738"
CLIENTE286,Osaria,"0,4414437402"
CLIENTE249,Tuxara,"0,441661478"
CLIENTE155,Uinhold,"0,4418736684"
CLIENTE410,Lochbar,"0,4419988673"
CLIENTE694,Northfall,"0,4421983351"
CLIENTE698,Altissia,"0,4422019117"
CLIENTE301,Stormhold,"0,4422477112"
CLIENTE295,Sidora,"0,4423223667"
CLIENTE672,Mythra,"0,4428791814"
CLIENTE193,Hazoria,"0,4429042588"
CLIENTE314,Viscara,"0,4429992348"
CLIENTE531,Humeria,"0,4430404624"
CLIENTE47,Casperia,"0,4431484841"
CLIENTE323,Bethlehem,"0,4431760472"
CLIENTE436,Calcara,"0,443312284"
CLIENTE211,Sectorium,"0,4433892843"
CLIENTE510,Jindara,"0,4434884554"
CLIENTE469,Zanarkand,"0,4436897418"
CLIENTE261,Prontera,"0,4436973651"
CLIENTE198,Quasmar,"0,4438868008"
CLIENTE242,Nosgoth,"0,4439938541"
CLIENTE89,Imre,"0,4443301996"
CLIENTE568,Salvaris,"0,4443557822"
CLIENTE252,Posthaven,"0,4444924"
CLIENTE385,Sidora,"0,4445658513"
CLIENTE276,Aeusserst,"0,4447337364"
CLIENTE398,Azkaban,"0,4448612309"
CLIENTE485,Tempestia,"0,4450300118"
CLIENTE679,Mondstadt,"0,4450937796"
CLIENTE61,Calcara,"0,4451463067"
CLIENTE317,Zuldazar,"0,4451873513"
